																																				Mean						Mean																									
	Constant-rate spraying																	Variable-rate spraying																			Constant-rate spraying		Variable-rate spraying				Constant-rate spraying			Variable-rate spraying				Constant-rate spraying										Variable-rate spraying							
		Spray Deposit (μm cm^-2)					Spray Deposit (stains cm^-2)						Spray Coverage (%)						Spray Deposit (μm cm^-2)					Spray Deposit (stains cm^-2)					Spray Coverage (%)								Spray Deposit (stains cm^-2)	Spray Coverage (%)	Spray Deposit (stains cm^-2)	Spray Coverage (%)				Spray Deposit (μm cm^-2)			Spray Deposit (μm cm^-2)				Spray Deposit (stains cm^-2)					Spray Coverage (%)				Spray Deposit (stains cm^-2)				Spray Coverage (%)			
		P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean			P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean																		P1	P2	P3	P4	P1	P2	P3	P4		P1	P2	P3	P4	P1	P2	P3	P4
B4	Top	0.325	0.765	0.825	0.825	0.685	42	81	78	90	72.75	10.61	14.61	14.01	12.81	13.01		Top	0.673	0.655	0.635	0.625	0.647	42	61	60	60	55.75	10.61	11.61	11.33	12.01	11.39			Middle	31.5	9.4225	31.25	6.815			Middle	0.31975		Middle	0.2525		B4	Top	42	81	78	90	10.61	14.61	14.01	12.81		42	61	60	60	10.61	11.61	11.33	12.01
	Middle	0.256	0.321	0.351	0.351	0.31975	26	30	32	38	31.5	7.79	8.82	10.19	10.89	9.4225		Middle	0.254	0.284	0.251	0.221	0.2525	32	36	29	28	31.25	6.79	6.79	6.79	6.89	6.815			Left	36.75	10.11	26.75	7.08			Left	0.30175		Left	0.253			Middle	26	30	32	38	7.79	8.82	10.19	10.89		32	36	29	28	6.79	6.79	6.79	6.89
	Left	0.157	0.351	0.353	0.346	0.30175	29	33	44	41	36.75	7.81	9.41	11.21	12.01	10.11		Left	0.237	0.226	0.268	0.281	0.253	24	29	32	22	26.75	6.81	6.88	6.42	8.21	7.08			Right	35.75	10.04	30.25	6.905			Right	0.27375		Right	0.25275			Left	29	33	44	41	7.81	9.41	11.21	12.01		24	29	32	22	6.81	6.88	6.42	8.21
	Right	0.121	0.326	0.321	0.327	0.27375	25	37	35	46	35.75	7.7	9.12	11.62	11.72	10.04		Right	0.262	0.227	0.251	0.271	0.25275	30	27	29	35	30.25	6.7	7.07	6.73	7.12	6.905			Bottom	15.5	5.17	11.25	3.5575			Bottom	0.15625		Bottom	0.12675			Right	25	37	35	46	7.7	9.12	11.62	11.72		30	27	29	35	6.7	7.07	6.73	7.12
	Bottom	0.088	0.211	0.168	0.158	0.15625	9	20	18	15	15.5	3.12	5.12	6.32	6.12	5.17		Bottom	0.141	0.149	0.138	0.079	0.12675	11	10	15	9	11.25	3.12	4.12	4.67	2.32	3.5575		B5	Top	84.25	16.48	60.25	11.23		B5	Top	0.8165	B5	Top	0.60475			Bottom	9	20	18	15	3.12	5.12	6.32	6.12		11	10	15	9	3.12	4.12	4.67	2.32
B5	Top	0.864	0.714	0.864	0.824	0.8165	71	97	89	80	84.25	14.61	17.71	16.89	16.71	16.48		Top	0.457	0.684	0.664	0.614	0.60475	52	60	68	61	60.25	10.61	10.74	12.08	11.49	11.23			Middle	37	8.92	25.5	6			Middle	0.3245		Middle	0.20425		B5	Top	71	97	89	80	14.61	17.71	16.89	16.71		52	60	68	61	10.61	10.74	12.08	11.49
	Middle	0.312	0.302	0.312	0.372	0.3245	38	31	32	47	37	8.31	8.09	9.27	10.01	8.92		Middle	0.151	0.212	0.212	0.242	0.20425	18	27	26	31	25.5	5.31	6.31	6.14	6.24	6			Left	37.75	8.175	25.5	6.1825			Left	0.3335		Left	0.2105			Middle	38	31	32	47	8.31	8.09	9.27	10.01		18	27	26	31	5.31	6.31	6.14	6.24
	Left	0.341	0.351	0.341	0.301	0.3335	37	46	33	35	37.75	7.18	8.58	8.36	8.58	8.175		Left	0.168	0.231	0.242	0.201	0.2105	14	31	33	24	25.5	5.18	7.18	7.01	5.36	6.1825			Right	34	7.895	28.5	6.1925			Right	0.312		Right	0.22525			Left	37	46	33	35	7.18	8.58	8.36	8.58		14	31	33	24	5.18	7.18	7.01	5.36
	Right	0.308	0.346	0.303	0.291	0.312	28	42	35	31	34	7.19	7.98	7.42	8.99	7.895		Right	0.158	0.211	0.241	0.291	0.22525	17	25	34	38	28.5	5.46	7.19	6.23	5.89	6.1925			Bottom	13.25	4.8	8.5	2.7475			Bottom	0.1115		Bottom	0.107			Right	28	42	35	31	7.19	7.98	7.42	8.99		17	25	34	38	5.46	7.19	6.23	5.89
	Bottom	0.141	0.077	0.101	0.127	0.1115	18	6	11	18	13.25	6.48	2.56	4.98	5.18	4.8		Bottom	0.091	0.131	0.094	0.112	0.107	6	13	5	10	8.5	2.48	3.65	2.48	2.38	2.7475		B6	Top	72.75	13.745	69.25	13.0625		B6	Top	0.69875	B6	Top	0.65025			Bottom	18	6	11	18	6.48	2.56	4.98	5.18		6	13	5	10	2.48	3.65	2.48	2.38
B6	Top	0.712	0.719	0.612	0.752	0.69875	75	81	60	75	72.75	14.67	14.97	10.67	14.67	13.745		Top	0.685	0.702	0.672	0.542	0.65025	70	75	66	66	69.25	13.67	13.77	12.97	11.84	13.0625			Middle	27.25	6.3925	24	5.61			Middle	0.25		Middle	0.19925		B6	Top	75	81	60	75	14.67	14.97	10.67	14.67		70	75	66	66	13.67	13.77	12.97	11.84
	Middle	0.252	0.222	0.254	0.272	0.25	26	35	24	24	27.25	7.43	7.08	5.63	5.43	6.3925		Middle	0.231	0.232	0.152	0.182	0.19925	30	29	21	16	24	6.43	5.55	5.43	5.03	5.61			Left	26	5.7475	20.25	5.11			Left	0.2635		Left	0.19425			Middle	26	35	24	24	7.43	7.08	5.63	5.43		30	29	21	16	6.43	5.55	5.43	5.03
	Left	0.241	0.261	0.281	0.271	0.2635	22	26	28	28	26	6.26	6.01	5.46	5.26	5.7475		Left	0.201	0.207	0.161	0.208	0.19425	22	19	18	22	20.25	5.26	5.46	5.26	4.46	5.11			Right	23.5	6.28	24.5	5.16			Right	0.2715		Right	0.20725			Left	22	26	28	28	6.26	6.01	5.46	5.26		22	19	18	22	5.26	5.46	5.26	4.46
	Right	0.274	0.274	0.274	0.264	0.2715	25	24	20	25	23.5	7.97	5.27	6.01	5.87	6.28		Right	0.237	0.214	0.164	0.214	0.20725	31	17	25	25	24.5	5.97	4.99	4.97	4.71	5.16			Bottom	8.25	2.8375	6.25	2.09			Bottom	0.082		Bottom	0.083475			Right	25	24	20	25	7.97	5.27	6.01	5.87		31	17	25	25	5.97	4.99	4.97	4.71
	Bottom	0.064	0.074	0.104	0.086	0.082	6	8	12	7	8.25	2.43	3.13	2.96	2.83	2.8375		Bottom	0.0949	0.061	0.074	0.104	0.083475	7	4	6	8	6.25	2.43	1.43	2.17	2.33	2.09																	Bottom	6	8	12	7	2.43	3.13	2.96	2.83		7	4	6	8	2.43	1.43	2.17	2.33
																																				Mean	42.525	11.19058333	33.7	7.627333333			Mean	0.425908333			0.3064375																				
	Mean	0.420566667	0.446366667	0.4426	0.3941	0.425908333	38.4	45.4	45.7	40.6	42.525	11.405	11.852	11.85266667	9.652666667	11.19058333			0.303183333	0.315733333	0.307933333	0.2989	0.3064375	31.93333333	34.26666667	33.8	34.8	33.7	7.532333333	7.845	7.518666667	7.613333333	7.627333333																	Mean	38.4	45.4	45.7	40.6	11.405	11.852	11.85266667	9.652666667		31.93333333	34.26666667	33.8	34.8	7.532333333	7.845	7.518666667	7.613333333
																																																																			
																																																																			
	Spray Deposit (μm cm^-2)						Spray Deposit (stains cm^-2)					Spray Coverage (%)							Spray Deposit (μm cm^-2)					Spray Deposit (stains cm^-2)					Spray Coverage (%)						C1		Spray Deposit (stains cm^-2)	Spray Coverage (%)	Spray Deposit (stains cm^-2)	Spray Coverage (%)				Spray Deposit (μm cm^-2)			Spray Deposit (μm cm^-2)			Spray Deposit (μm cm^-2)	Spray Deposit (stains cm^-2)				Spray Coverage (%)					Spray Deposit (stains cm^-2)				Spray Coverage (%)			
		P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean			P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean	P1	P2	P3	P4	Mean			Top	96.75	19.305	56.5	11.295		C1	Top	0.87075	C1	Top	0.543				P1	P2	P3	P4	P1	P2	P3	P4		P1	P2	P3	P4	P1	P2	P3	P4
C1	Top	0.989	0.846	0.841	0.807	0.87075	114	102	84	87	96.75	22.46	19.67	17.63	17.46	19.305		Top	0.574	0.481	0.566	0.551	0.543	65	51	55	55	56.5	11.63	10.63	11.46	11.46	11.295			Middle	45.25	12.77	36.25	8.77			Middle	0.4115		Middle	0.29975		C1	Top	114	102	84	87	22.46	19.67	17.63	17.46		65	51	55	55	11.63	10.63	11.46	11.46
	Middle	0.415	0.465	0.321	0.445	0.4115	49	46	45	41	45.25	12.67	12.87	12.87	12.67	12.77		Middle	0.355	0.238	0.285	0.321	0.29975	49	29	36	31	36.25	8.87	7.87	8.67	9.67	8.77			Left	57	11.73	36.25	8.33			Left	0.4565		Left	0.29625			Middle	49	46	45	41	12.67	12.87	12.87	12.67		49	29	36	31	8.87	7.87	8.67	9.67
	Left	0.495	0.485	0.455	0.391	0.4565	70	54	64	40	57	10.63	11.83	11.83	12.63	11.73		Left	0.317	0.255	0.317	0.296	0.29625	37	32	39	37	36.25	8.93	6.83	8.93	8.63	8.33			Right	54.25	11.6	37.75	8.5225			Right	0.4375		Right	0.29975			Left	70	54	64	40	10.63	11.83	11.83	12.63		37	32	39	37	8.93	6.83	8.93	8.63
	Right	0.455	0.405	0.465	0.425	0.4375	58	43	67	49	54.25	11.25	11.45	11.45	12.25	11.6		Right	0.325	0.234	0.335	0.305	0.29975	40	30	42	39	37.75	10.14	6.45	8.25	9.25	8.5225			Bottom	30.5	8.065	21.75	5.0225			Bottom	0.3565		Bottom	0.211			Right	58	43	67	49	11.25	11.45	11.45	12.25		40	30	42	39	10.14	6.45	8.25	9.25
	Bottom	0.345	0.408	0.345	0.328	0.3565	28	32	32	30	30.5	8.06	7.78	8.36	8.06	8.065		Bottom	0.246	0.145	0.225	0.228	0.211	25	18	24	20	21.75	6.06	3.36	5.46	5.21	5.0225		C2	Top	83.5	23.805	62.75	11.355		C2	Top	1.0575	C2	Top	0.53175			Bottom	28	32	32	30	8.06	7.78	8.36	8.06		25	18	24	20	6.06	3.36	5.46	5.21
C2	Top	0.779	1.449	1.163	0.839	1.0575	85	62	96	91	83.5	15.19	36.87	25.99	17.17	23.805		Top	0.539	0.523	0.489	0.576	0.53175	67	63	52	69	62.75	11.17	11.79	10.19	12.27	11.355			Middle	42	12.79	37.5	9.09			Middle	0.427		Middle	0.3205		C2	Top	85	62	96	91	15.19	36.87	25.99	17.17		67	63	52	69	11.17	11.79	10.19	12.27
	Middle	0.365	0.425	0.413	0.505	0.427	36	44	44	44	42	12.95	12.63	12.63	12.95	12.79		Middle	0.365	0.347	0.265	0.305	0.3205	46	34	36	34	37.5	8.83	9.63	8.95	8.95	9.09			Left	53.25	13.77	41.5	8.695			Left	0.4485		Left	0.3445			Middle	36	44	44	44	12.95	12.63	12.63	12.95		46	34	36	34	8.83	9.63	8.95	8.95
	Left	0.366	0.526	0.446	0.456	0.4485	43	68	52	50	53.25	13.22	14.32	14.32	13.22	13.77		Left	0.346	0.374	0.306	0.352	0.3445	41	47	35	43	41.5	10.02	8.32	8.22	8.22	8.695			Right	53.5	14.18	40.25	8.605			Right	0.4465		Right	0.32875			Left	43	68	52	50	13.22	14.32	14.32	13.22		41	47	35	43	10.02	8.32	8.22	8.22
	Right	0.313	0.503	0.443	0.527	0.4465	39	61	50	64	53.5	13.58	14.78	14.78	13.58	14.18		Right	0.383	0.342	0.263	0.327	0.32875	49	44	32	36	40.25	9.48	8.78	7.58	8.58	8.605			Bottom	28.25	7.3725	25.25	6.3375			Bottom	0.329		Bottom	0.23175			Right	39	61	50	64	13.58	14.78	14.78	13.58		49	44	32	36	9.48	8.78	7.58	8.58
	Bottom	0.191	0.347	0.391	0.387	0.329	17	34	34	28	28.25	5.17	8.24	8.17	7.91	7.3725		Bottom	0.251	0.201	0.191	0.284	0.23175	26	22	25	28	25.25	6.87	5.02	7.17	6.29	6.3375		C3	Top	78.25	14.345	59.5	11.4175		C3	Top	0.6735	C3	Top	0.5635			Bottom	17	34	34	28	5.17	8.24	8.17	7.91		26	22	25	28	6.87	5.02	7.17	6.29
C3	Top	0.313	0.773	0.722	0.886	0.6735	48	85	92	88	78.25	9.43	15.63	16.89	15.43	14.345		Top	0.573	0.552	0.563	0.566	0.5635	59	60	61	58	59.5	11.66	10.89	11.69	11.43	11.4175			Middle	31	9.63	32	7.7375			Middle	0.299		Middle	0.2465		C3	Top	48	85	92	88	9.43	15.63	16.89	15.43		59	60	61	58	11.66	10.89	11.69	11.43
	Middle	0.124	0.354	0.354	0.364	0.299	17	31	41	35	31	5.28	11.48	11.48	10.28	9.63		Middle	0.244	0.194	0.284	0.264	0.2465	33	24	37	34	32	7.91	6.48	8.28	8.28	7.7375			Left	30.25	9.17	32.75	8.0375			Left	0.309		Left	0.277			Middle	17	31	41	35	5.28	11.48	11.48	10.28		33	24	37	34	7.91	6.48	8.28	8.28
	Left	0.176	0.321	0.312	0.427	0.309	15	29	36	41	30.25	4.82	10.02	10.02	11.82	9.17		Left	0.271	0.232	0.278	0.327	0.277	37	29	34	31	32.75	8.19	7.02	7.82	9.12	8.0375			Right	31.25	8.37	30.5	7.2375			Right	0.326		Right	0.2585			Left	15	29	36	41	4.82	10.02	10.02	11.82		37	29	34	31	8.19	7.02	7.82	9.12
	Right	0.151	0.381	0.381	0.391	0.326	10	39	37	39	31.25	2.98	10.24	10.18	10.08	8.37		Right	0.286	0.171	0.286	0.291	0.2585	39	18	36	29	30.5	8.18	5.21	7.48	8.08	7.2375			Bottom	13.25	5.715	13.75	5.6225			Bottom	0.18175		Bottom	0.15075			Right	10	39	37	39	2.98	10.24	10.18	10.08		39	18	36	29	8.18	5.21	7.48	8.08
	Bottom	0.056	0.225	0.225	0.221	0.18175	2	18	18	15	13.25	1.48	7.44	7.62	6.32	5.715		Bottom	0.175	0.125	0.161	0.142	0.15075	16	11	15	13	13.75	6.44	4.32	6.46	5.27	5.6225		C4	Top	86.75	16.22	65.25	10.71		C4	Top	0.7955	C4	Top	0.5375			Bottom	2	18	18	15	1.48	7.44	7.62	6.32		16	11	15	13	6.44	4.32	6.46	5.27
C4	Top	0.735	0.827	0.825	0.795	0.7955	83	93	90	81	86.75	17.61	15.85	15.81	15.61	16.22		Top	0.545	0.525	0.565	0.515	0.5375	67	71	62	61	65.25	10.41	10.21	10.61	11.61	10.71			Middle	41.5	10.12	27.75	7.365			Middle	0.36025		Middle	0.2375		C4	Top	83	93	90	81	17.61	15.85	15.81	15.61		67	71	62	61	10.41	10.21	10.61	11.61
	Middle	0.351	0.355	0.351	0.384	0.36025	40	38	39	49	41.5	10.79	10.01	9.89	9.79	10.12		Middle	0.241	0.271	0.211	0.227	0.2375	24	38	29	20	27.75	6.99	7.89	6.79	7.79	7.365			Left	43	10.445	26.25	6.9475			Left	0.3715		Left	0.241			Middle	40	38	39	49	10.79	10.01	9.89	9.79		24	38	29	20	6.99	7.89	6.79	7.79
	Left	0.368	0.346	0.346	0.426	0.3715	46	42	41	43	43	9.88	10.01	10.01	11.88	10.445		Left	0.231	0.246	0.271	0.216	0.241	27	21	34	23	26.25	7.09	7.01	6.81	6.88	6.9475			Right	40	9.7875	30.75	7.245			Right	0.358		Right	0.255			Left	46	42	41	43	9.88	10.01	10.01	11.88		27	21	34	23	7.09	7.01	6.81	6.88
	Right	0.351	0.327	0.327	0.427	0.358	41	36	36	47	40	9.17	9.72	9.72	10.54	9.7875		Right	0.268	0.227	0.268	0.257	0.255	36	26	25	36	30.75	7.82	7.72	6.37	7.07	7.245			Bottom	22.25	5.975	12.75	4.02			Bottom	0.24325		Bottom	0.14475			Right	41	36	36	47	9.17	9.72	9.72	10.54		36	26	25	36	7.82	7.72	6.37	7.07
	Bottom	0.268	0.248	0.208	0.249	0.24325	19	25	25	20	22.25	6.12	6.04	5.62	6.12	5.975		Bottom	0.166	0.108	0.156	0.149	0.14475	17	10	11	13	12.75	5.32	3.62	3.12	4.02	4.02		C5	Top	73.25	19.0575	61.75	11.6875		C5	Top	0.9215	C5	Top	0.57825			Bottom	19	25	25	20	6.12	6.04	5.62	6.12		17	10	11	13	5.32	3.62	3.12	4.02
C5	Top	1.564	0.824	0.814	0.484	0.9215	69	92	82	50	73.25	33.68	16.71	14.71	11.13	19.0575		Top	0.624	0.631	0.574	0.484	0.57825	70	65	52	60	61.75	10.69	13.71	9.61	12.74	11.6875			Middle	29.25	7.91	25.5	5.9675			Middle	0.252		Middle	0.1875		C5	Top	69	92	82	50	33.68	16.71	14.71	11.13		70	65	52	60	10.69	13.71	9.61	12.74
	Middle	0.312	0.272	0.272	0.152	0.252	36	27	37	17	29.25	10.31	7.01	8.01	6.31	7.91		Middle	0.172	0.184	0.242	0.152	0.1875	28	27	30	17	25.5	6.24	6.01	6.31	5.31	5.9675			Left	27	7.53	21.5	6.075			Left	0.23375		Left	0.1835			Middle	36	27	37	17	10.31	7.01	8.01	6.31		28	27	30	17	6.24	6.01	6.31	5.31
	Left	0.342	0.201	0.221	0.171	0.23375	40	24	32	12	27	8.78	7.58	8.58	5.18	7.53		Left	0.181	0.161	0.221	0.171	0.1835	27	20	24	15	21.5	6.36	6.58	6.18	5.18	6.075			Right	22.75	7.6725	24	6.315			Right	0.2185		Right	0.19525			Left	40	24	32	12	8.78	7.58	8.58	5.18		27	20	24	15	6.36	6.58	6.18	5.18
	Right	0.281	0.191	0.211	0.191	0.2185	28	21	27	15	22.75	8.19	6.99	9.42	6.09	7.6725		Right	0.161	0.195	0.231	0.194	0.19525	28	21	28	19	24	5.89	6.99	7.19	5.19	6.315			Bottom	9.75	2.645	7.25	2.3375			Bottom	0.103		Bottom	0.09075			Right	28	21	27	15	8.19	6.99	9.42	6.09		28	21	28	19	5.89	6.99	7.19	5.19
	Bottom	0.121	0.107	0.103	0.081	0.103	13	10	9	7	9.75	3.48	2.98	2.24	1.88	2.645		Bottom	0.071	0.107	0.101	0.084	0.09075	6	8	8	7	7.25	1.98	2.24	2.48	2.65	2.3375		C6	Top	83.25	16.295	67.75	11.695		C6	Top	0.844	C6	Top	0.6335			Bottom	13	10	9	7	3.48	2.98	2.24	1.88		6	8	8	7	1.98	2.24	2.48	2.65
C6	Top	0.672	1.12	0.782	0.802	0.844	75	101	82	75	83.25	12.97	23.67	13.87	14.67	16.295		Top	0.552	0.718	0.612	0.652	0.6335	65	73	64	69	67.75	10.67	12.67	11.67	11.77	11.695			Middle	31.5	6.93	28	5.61			Middle	0.27		Middle	0.20825		C6	Top	75	101	82	75	12.97	23.67	13.87	14.67		65	73	64	69	10.67	12.67	11.67	11.77
	Middle	0.252	0.372	0.224	0.232	0.27	27	45	26	28	31.5	6.43	7.43	7.43	6.43	6.93		Middle	0.182	0.237	0.182	0.232	0.20825	26	29	26	31	28	5.03	5.43	6.43	5.55	5.61			Left	32	7.01	20.75	5.11			Left	0.281		Left	0.191			Middle	27	45	26	28	6.43	7.43	7.43	6.43		26	29	26	31	5.03	5.43	6.43	5.55
	Left	0.221	0.371	0.281	0.251	0.281	22	49	28	29	32	5.26	8.26	7.26	7.26	7.01		Left	0.201	0.211	0.201	0.151	0.191	22	24	22	15	20.75	4.46	6.26	5.26	4.46	5.11			Right	32	7.42	21.25	5.26			Right	0.264		Right	0.194			Left	22	49	28	29	5.26	8.26	7.26	7.26		22	24	22	15	4.46	6.26	5.26	4.46
	Right	0.234	0.364	0.204	0.254	0.264	25	41	25	37	32	6.97	7.87	7.87	6.97	7.42		Right	0.164	0.204	0.254	0.154	0.194	16	25	30	14	21.25	4.91	5.87	5.97	4.29	5.26			Bottom	9.5	2.5525	5.5	2.18			Bottom	0.0975		Bottom	0.06675			Right	25	41	25	37	6.97	7.87	7.87	6.97		16	25	30	14	4.91	5.87	5.97	4.29
	Bottom	0.064	0.126	0.096	0.104	0.0975	6	13	9	10	9.5	1.67	2.88	2.83	2.83	2.5525		Bottom	0.054	0.066	0.085	0.062	0.06675	5	6	8	3	5.5	2.03	2.83	2.43	1.43	2.18																	Bottom	6	13	9	10	1.67	2.88	2.83	2.83		5	6	8	3	2.03	2.83	2.43	1.43
																																				Mean	43.73333333	10.67291667	33.675	7.486666667			Mean	0.421475			0.294925																				
	Mean	0.388966667	0.465466667	0.418066667	0.4134	0.421475	40.03333333	46.83333333	46	42.06666667	43.73333333	10.016	11.60866667	10.91633333	10.15066667	10.67291667			0.3021	0.2835	0.2996	0.2945	0.294925	36.43333333	32.53333333	33.73333333	32	33.675	7.675666667	7.254666667	7.461333333	7.555	7.486666667																	Mean	40.03333333	46.83333333	46	42.06666667	10.016	11.60866667	10.91633333	10.15066667		36.43333333	32.53333333	33.73333333	32	7.675666667	7.254666667	7.461333333	7.555
																																																																			
																																																																			
																																																																			
